,Code,Document_Date,Country,Industry,DCN
3796,RELV.PK,2000-12-31,US,Special Foods & Wellbeing Products,1586069
3797,NNUTU.PK^I22,2000-12-31,US,"Vegetable, Fruit & Nut Farming",1585227
3798,—,2000-12-31,US,Commercial Nurseries,1584872
3799,PFGC.OQ^F08,2000-12-30,US,Food Processing (NEC),1585113
3800,TR.N,2000-12-31,US,Chocolate & Confectionery,1584520
3801,COKE.OQ,2000-12-31,US,Non-Alcoholic Beverages (NEC),1584426
3802,SDI.A^G20,2000-12-31,US,Cigars & Cigarette Manufacturing,1584040
3803,BUD.N^K08,2000-12-31,US,Brewers (NEC),1583170
3804,PBG.N^C10,2000-12-30,US,Non-Alcoholic Beverages (NEC),1582805
3805,—,2000-12-31,US,Personal Services (NEC),1582527
3806,INGR.N,2000-12-31,US,Food Processing (NEC),1580189
3807,PAS.N^C10,2000-12-30,US,Non-Alcoholic Beverages (NEC),1580028
3808,ABVG.PK,2000-12-31,US,Non-Alcoholic Beverages (NEC),1576262
3809,ECGN.PK^D04,2000-10-31,US,Agricultural Biotechnology,1574047
3810,—,2000-12-30,CA,Bottled Water & Ice,1572948
3811,LNCE.OQ^C18,2000-12-30,US,"Cookie, Cracker & Pasta Manufacturing",1572439
3812,HCOW.OQ^A04,2000-12-31,US,Food Processing (NEC),1571994
3813,PMID.PK^D09,2000-12-31,US,Brewers (NEC),1571324
3814,—,2000-12-31,US,Non-Alcoholic Beverages (NEC),1569542
3815,HSY.N,2000-12-31,US,Food Processing (NEC),1569338
3816,PEP.OQ,2000-12-30,US,Carbonated Soft Drinks,1568667
3817,BGS.N,2000-12-30,US,Food Processing (NEC),1567147
3818,K.N,2000-12-31,US,Food Processing (NEC),1567024
3819,—,2000-12-31,US,Food Processing (NEC),1566714
3820,KBL.N^C01,2000-12-30,US,Food Processing (NEC),1566274
3821,SEB.A,2000-12-31,US,Food Processing (NEC),1564627
3822,KO.N,2000-12-31,US,Non-Alcoholic Beverages (NEC),1562865
3823,—,2000-12-31,US,Special Foods & Wellbeing Products,1561432
3824,MKC.N,2000-11-20,US,Food Processing (NEC),1549123
3825,PSTA.OQ^L09,2000-12-31,US,Food Processing (NEC),1527595
3826,YOCM.PK^L10,2000-10-31,US,Frozen Food Manufacturing,1518356
3827,CRVP.A^C18,2000-10-31,US,Bottled Water & Ice,1518328
3828,JVA.OQ,2000-10-31,US,Coffee & Tea,1518275
3829,HRL.N,2000-10-28,US,Meat Processing,1516258
3830,COWP.PK,2000-10-31,US,Fishing & Farming (NEC),1514772
3831,SAFM.OQ^G22,2000-10-31,US,Meat Processing,1512524
3832,BTCA.PK^I22,2000-09-30,US,Special Foods & Wellbeing Products,1509736
3833,RCFO.PK^L08,2000-09-30,US,Food Processing (NEC),1509728
3834,NUTR.O^H17,2000-09-30,US,Special Foods & Wellbeing Products,799520
3835,CENT.OQ,2000-09-30,US,Pet Food Manufacturing,799490
3836,—,2000-09-30,US,Fishing & Farming (NEC),797828
3837,NTY.N^J10,2000-09-30,US,Special Foods & Wellbeing Products,796334
3838,GMCR.OQ^C16,2000-09-30,US,Coffee & Tea,796141
3839,RAH.N^A13,2000-09-30,US,Food Processing (NEC),796143
3840,GBURQ.PK^D06,2000-09-30,US,Food Processing (NEC),795412
3841,AIPC.P^H10,2000-09-29,US,"Cookie, Cracker & Pasta Manufacturing",794856
3842,RAL.N^L01,2000-09-30,US,Pet Food Manufacturing,793371
3843,RUM.A^D06,2000-09-30,US,Brewers (NEC),792650
3844,JJSF.OQ,2000-09-30,US,Snack Food & Non-Chocolate Confectionary,792349
3845,—,2000-09-02,US,Fruit & Vegetable Processing,781378
3846,ALCO.OQ,2000-08-31,US,"Vegetable, Fruit & Nut Farming",780325
3847,AGX.N^D01,2000-08-31,US,Fishing & Farming (NEC),778201
3848,CHSCP.OQ,2000-08-31,US,Fishing & Farming (NEC),775469
3849,PPC.OQ,2000-09-30,US,Meat Processing,772949
3850,JVA.OQ,1998-10-31,US,Coffee & Tea,748001
3851,JVA.OQ,1999-10-31,US,Coffee & Tea,747984
3852,STSU.PK^H10,2000-07-31,US,Sugar & Artificial Sweeteners,746380
3853,VL.N^A01,2000-07-30,US,Food Processing (NEC),741814
3854,GKIS.OQ^A07,2000-07-01,US,Food Processing (NEC),739433
3855,CUSI.PK,2000-06-24,US,Frozen Food Manufacturing,734141
3856,NUCO.OQ^F08,2000-06-30,US,Carbonated Soft Drinks,731566
3857,FARM.OQ,2000-06-30,US,Coffee & Tea,731485
3858,HAIN.OQ,2000-06-30,US,Food Ingredients,730848
3859,MOND.OQ^L04,2000-06-30,US,Distillers & Wineries (NEC),730203
3860,ADM.N,2000-06-30,US,Food Processing (NEC),730110
3861,CSGN.PK^H09,2000-06-30,US,Food Processing (NEC),729626
3862,—,2000-06-28,US,Coffee & Tea,729259
3863,LANC.OQ,2000-06-30,US,Food Ingredients,728770
3864,JBSS.OQ,2000-06-29,US,Chocolate & Confectionery,726221
3865,MGPI.OQ,2000-06-30,US,Distillers & Wineries (NEC),725858
3866,CBI.A^K94,2000-06-24,US,Food Processing (NEC),723823
3867,PFACP.OQ^C10,2000-06-24,US,Fishing & Farming Wholesale,723767
3868,DLM.N^C11,2000-06-30,US,Pet Food Manufacturing,719605
3869,PYYX.PK,2000-06-30,US,Tobacco (NEC),718463
3870,SHF.N^L12,2000-05-31,US,Special Foods & Wellbeing Products,712513
3871,GLDC.O^J16,2000-08-28,US,Food Processing (NEC),712026
3872,CAG.N,2000-05-28,US,Food Processing (NEC),709936
3873,IBCIQ.PK^B09,2000-06-03,US,Bread & Bakery Product Manufacturing,709776
3874,CALM.OQ,2000-06-03,US,Poultry Farming,706678
3875,GIS.N,2000-05-28,US,Food Processing (NEC),706008
3876,HQSM.PK^D12,2000-04-30,US,Commercial Fishing,688159
3877,BOBE.OQ^A18,2000-04-28,US,Food Processing (NEC),679021
3878,BFb.N,2000-04-30,US,Distillers & Wineries (NEC),677913
3879,—,2000-03-31,US,"Drug Retailers (NEC)
+1",668501
3880,TULY.OQ^I07,2000-04-02,US,Coffee & Tea,667334
3881,GXYF.OB^F09,2000-03-31,US,Food Processing (NEC),665041
3882,—,2000-03-31,US,Distillers & Wineries (NEC),663755
3883,HAMS.O^I00,2000-03-31,US,Food Processing (NEC),661602
3884,STW.N^E05,2000-03-31,US,Fishing & Farming (NEC),661201
3885,LUCY.PK^I16,2000-03-31,US,Dairy Products,659816
3886,SENEA.OQ,2000-03-31,US,Frozen Food Manufacturing,659494
3887,—,2000-03-28,US,Food Processing (NEC),657150
3888,CAGAQ.PK^K12,2000-04-01,US,Meat Processing,655682
3889,—,2000-02-29,GB,"Beer, Wine & Liquor Stores
+4",646418
3890,—,2000-03-04,US,Ready-Made Meals,646379
3891,CHCL.PK^K06,1999-12-31,US,Fishing & Farming (NEC),644529
3892,HERF.PK,1999-12-31,US,Food Processing (NEC),614357
3893,—,2000-01-02,US,Bottled Water & Ice,601839
3894,HIRU.PK,1999-12-29,US,Business Support Services (NEC),599940
3895,PNRA.OQ^G17,1999-12-25,US,Bread & Bakery Product Manufacturing,596639
3896,ECSCE.O^G99,2000-01-02,US,Fishing & Farming (NEC),592847
3897,—,2000-01-01,US,Food Processing (NEC),591674
3898,DAR.N,2000-01-01,US,Food Processing (NEC),591138
3899,COKE.OQ,2000-01-02,US,Non-Alcoholic Beverages (NEC),590832
3900,USNA.N,2000-01-01,US,Special Foods & Wellbeing Products,590088
3901,PFGC.OQ^F08,2000-01-01,US,Food Processing (NEC),589919
3902,—,1999-12-31,US,Non-Alcoholic Beverages (NEC),589608
3903,HCOW.OQ^A04,1999-12-31,US,Food Processing (NEC),589448
3904,—,1999-12-31,US,Food Processing (NEC),588714
3905,MTEX.OQ,1999-12-31,US,Special Foods & Wellbeing Products,588688
3906,MRGO.PK,1999-12-31,PR,Fishing & Farming (NEC),588189
3907,APBL.PK^L16,1999-12-31,US,Food Processing (NEC),587471
3908,CEDCQ.PK^F13,1999-12-31,US,Distillers & Wineries (NEC),586931
3909,—,2000-01-02,US,Personal Services (NEC),586674
3910,MNST.OQ,1999-12-31,US,Energy Drinks,586616
3911,RELV.PK,1999-12-31,US,Special Foods & Wellbeing Products,585648
3912,—,1999-12-31,US,Carbonated Soft Drinks,585572
3913,AMNF.PK,1999-12-31,US,Frozen Food Manufacturing,585529
3914,IFF.N,1999-12-31,US,Food Ingredients,585468
3915,—,1999-12-31,US,Flour Milling,584948
3916,SDI.A^G20,1999-12-31,US,Cigars & Cigarette Manufacturing,583945
3917,JRJR.O^J00,1999-12-31,US,Tobacco (NEC),583585
3918,FMBV.PK,1999-12-31,US,Non-Alcoholic Beverages (NEC),582534
3919,—,1999-12-31,US,Energy Drinks,581797
3920,CJG.AX^D13,1999-12-31,AU,Cattle Farming,581354
3921,CQB.N^A15,1999-12-31,US,Fishing & Farming (NEC),580730
3922,—,1999-12-31,US,Food Processing (NEC),578827
3923,—,1999-12-25,US,Frozen Food Manufacturing,578547
3924,SAM.N,1999-12-25,US,Brewers (NEC),578549
3925,K.N,1999-12-31,US,Food Processing (NEC),578511
3926,INGR.N,1999-12-31,US,Food Processing (NEC),578462
3927,WWY.N^J08,1999-12-31,US,Snack Food & Non-Chocolate Confectionary,577442
3928,LNCE.OQ^C18,1999-12-25,US,"Cookie, Cracker & Pasta Manufacturing",576508
3929,—,1999-12-25,US,Food Processing (NEC),576419
3930,PBG.N^C10,1999-12-25,US,Non-Alcoholic Beverages (NEC),576363
3931,BVAH.PK^C04,1999-12-31,US,"Vegetable, Fruit & Nut Farming",576272
3932,BUD.N^K08,1999-12-31,US,Brewers (NEC),576211
3933,PEP.OQ,1999-12-25,US,Carbonated Soft Drinks,574678
3934,—,1999-12-31,US,Food Processing (NEC),574171
3935,—,1999-12-31,US,Special Foods & Wellbeing Products,573900
3936,KBL.N^C01,2000-01-01,US,Food Processing (NEC),573633
3937,PMID.PK^D09,1999-12-31,US,Brewers (NEC),573332
3944,PAS.N^C10,2000-01-01,US,Non-Alcoholic Beverages (NEC),570880
3945,HSY.N,1999-12-31,US,Food Processing (NEC),567954
3946,—,1999-12-31,US,Commercial Nurseries,567063
3947,KO.N,1999-12-31,US,Non-Alcoholic Beverages (NEC),564220
3948,—,1999-12-31,US,Tobacco (NEC),563051
3949,BGS.N,2000-01-01,US,Food Processing (NEC),561032
3950,MKC.N,1999-11-30,US,Food Processing (NEC),551978
3951,PSTA.OQ^L09,1999-12-26,US,Food Processing (NEC),549788
3952,ECGN.PK^D04,1999-10-31,US,Agricultural Biotechnology,546483
3953,YOCM.PK^L10,1999-10-31,US,Frozen Food Manufacturing,517074
3954,SAFM.OQ^G22,1999-10-31,US,Meat Processing,515067
3955,COWP.PK,1999-10-31,US,Fishing & Farming (NEC),514733
0,BTCA.PK^I22,1999-09-30,US,Special Foods & Wellbeing Products,507169
1,RCFO.PK^L08,1999-09-30,US,Food Processing (NEC),507134
2,BVAH.PK^C04,2000-12-31,US,"Vegetable, Fruit & Nut Farming",1590375
3,NTOL.OQ^A08,2000-12-31,US,Special Foods & Wellbeing Products,1588356
4,CVGW.OQ,2002-10-31,US,Fruit & Vegetable Processing,3528115
5,CRVP.A^C18,2002-10-31,US,Bottled Water & Ice,3524811
6,INGR.N,2003-12-31,US,Food Processing (NEC),4667001
7,MO.N,2003-12-31,US,Cigars & Cigarette Manufacturing,4666872
8,DOLE.N^K13,2005-01-01,US,Fishing & Farming (NEC),5726193
9,NATLP.PK^H04,2004-12-31,US,Tobacco (NEC),5722037
10,NXXIQ.PK^A12,2006-06-30,US,Special Foods & Wellbeing Products,61114651
11,JBSS.OQ,2006-06-29,US,Chocolate & Confectionery,61111056
12,RAI.N^G17,2007-12-31,US,Tobacco (NEC),8644805
13,—,2007-12-29,US,Carbonated Soft Drinks,8644633
14,ANDE.OQ,2008-12-31,US,Fishing & Farming Wholesale,9643583
15,MO.N,2008-12-31,US,Cigars & Cigarette Manufacturing,9643317
16,PPC.OQ,2009-09-26,US,Meat Processing,91199879
17,CENT.OQ,2009-09-26,US,Pet Food Manufacturing,91198903
18,IAGX.PK,2010-03-31,US,Special Foods & Wellbeing Products,10905384
19,ELDOD.PK^J16,2010-03-31,US,Non-Alcoholic Beverages (NEC),10905187
20,BREW.OQ^J20,2010-12-31,US,Craft & Micro Brewers,11727924
21,WVVI.OQ,2010-12-31,US,Wineries,11727834
22,VEGL.PK^F21,2011-12-31,US,Agriculture Support Services,12693566
23,HOGS.OQ^F13,2011-12-31,US,Meat Processing,12692562
24,LO.N^F15,2012-12-31,US,Cigars & Cigarette Manufacturing,13621451
25,WWAV.K^D17,2012-12-31,US,Food Processing (NEC),13621096
26,DMND.OQ^C16,2013-07-31,US,Snack Food & Non-Chocolate Confectionary,131143782
27,CMCI.PK^D21,2013-06-30,US,Cattle Farming,131143236
28,CALM.OQ,2014-05-31,US,Poultry Farming,14995513
29,WEDG.PK,2014-05-31,US,Fishing & Farming (NEC),14987672
30,IAGX.PK,2015-03-31,US,Special Foods & Wellbeing Products,15959067
31,ELDOD.PK^J16,2015-03-31,US,Non-Alcoholic Beverages (NEC),15958119
32,SHMP.PK,2016-03-31,US,Aquaculture,161767432
33,PYYX.PK,2016-03-31,US,Tobacco (NEC),161762940
34,THST.PK,2017-06-30,US,Wineries,171136313
35,SWEE.PK,2017-06-30,US,Sugar & Artificial Sweeteners,171134397
36,HLF.N,2018-12-31,KY,Special Foods & Wellbeing Products,19615475
37,PEP.OQ,2018-12-29,US,Carbonated Soft Drinks,19611787
38,PME.OQ,2019-12-31,KY,Commercial Fishing,20717707
39,SDI.A^G20,2019-12-31,US,Cigars & Cigarette Manufacturing,20717635
40,IVFH.PK,2020-12-31,US,Food Processing (NEC),21829258
41,BSFC.OQ,2020-12-31,US,Seafood Product Preparation & Packaging,21829227
43,SUWN.PK,2022-04-30,US,Food Processing (NEC),221151936
0,—,2022-03-31,US,Grain (Crop) Production,24575718
1,VWE.OQ,2023-06-30,US,Wineries,231325642
2,NGTF.PK,2023-06-30,US,Frozen Food Manufacturing,231325189
3,SANW.OQ,2023-06-30,US,Grain (Crop) Production,231284869
4,NAPA.N,2023-07-31,US,Wineries,231284850
5,CSGN.PK^H09,2023-06-30,US,Food Processing (NEC),231279600
6,CPB.N,2023-07-30,US,Food Processing (NEC),231267736
7,ISPR.OQ,2023-06-30,US,Tobacco (NEC),231262452
8,MMNT.PK,2023-05-31,US,Distilleries,231256698
9,FARM.OQ,2023-06-30,US,Coffee & Tea,231250895
10,HAIN.OQ,2023-06-30,US,Food Ingredients,231202214
11,JBSS.OQ,2023-06-29,US,Chocolate & Confectionery,231198118
12,LANC.OQ,2023-06-30,US,Food Ingredients,231195170
13,WTER.OQ,2023-03-31,US,Bottled Water & Ice,231179527
14,DRFS.PK,2023-03-31,US,Food Processing (NEC),231177865
15,CALM.OQ,2023-06-03,US,Poultry Farming,231108708
16,LW.N,2023-05-28,US,Food Processing (NEC),231108021
17,ACBM.PK,2022-12-31,US,Special Foods & Wellbeing Products,231101940
18,ASII.PK,2022-12-31,US,Non-Alcoholic Beverages (NEC),231092891
19,CAG.N,2023-05-28,US,Food Processing (NEC),231087084
20,GIS.N,2023-05-28,US,Food Processing (NEC),231052182
21,SHMY.PK,2023-03-31,US,Food Ingredients,231049803
22,SHMP.PK,2023-03-31,US,Aquaculture,231043575
23,SJM.N,2023-04-30,US,Food Processing (NEC),231023553
24,BFb.N,2023-04-30,US,Distillers & Wineries (NEC),231020897
25,SENEA.OQ,2023-03-31,US,Frozen Food Manufacturing,231011361
26,PYYX.PK,2023-03-31,US,Tobacco (NEC),23994855
27,PACV.PK,2022-12-31,US,Food Processing (NEC),23985617
28,RMCF.OQ,2023-02-28,US,Chocolate & Confectionery,23976406
29,UVV.N,2023-03-31,US,Tobacco (NEC),23959885
30,REED.PK,2022-12-31,US,Carbonated Soft Drinks,23924589
31,TTCFQ.PK,2022-12-31,US,Vegan & Vegetarian Food Manufacturing,23924280
32,HPCO.OQ,2022-12-31,US,Cigars & Cigarette Manufacturing,23917764
33,MJNE.PK,2022-12-31,US,Agriculture Support Services,23893126
34,PNPL.PK,2022-12-31,US,Special Foods & Wellbeing Products,23892273
35,BRBL.PK,2022-12-31,US,Brewers (NEC),23878442
36,AIXN.PK,2022-12-31,US,Special Foods & Wellbeing Products,23869124
37,RLBD.PK,2022-12-31,US,Food Processing (NEC),23868240
38,MAMA.OQ,2023-01-31,US,Meat Processing,23849938
39,AQPW.PK,2022-12-31,US,Bottled Water & Ice,23825417
40,LOCL.N,2022-12-31,US,Organic Farming,23789142
41,ICNB.PK,2022-12-31,US,Distillers & Wineries (NEC),23787645
42,APRN.OQ^K23,2022-12-31,US,Food Processing (NEC),23737201
43,TPB.N,2022-12-31,US,Tobacco (NEC),23736107
44,BRCC.N,2022-12-31,US,Coffee & Tea,23735329
45,COCO.OQ,2022-12-31,US,Non-Alcoholic Beverages (NEC),23731736
46,ZIVO.PK,2022-12-31,US,Special Foods & Wellbeing Products,23730862
47,CWGL.PK,2022-12-31,US,Wineries,23728016
48,FREE.OQ,2022-12-31,US,Food Processing (NEC),23725748
49,COKE.OQ,2022-12-31,US,Non-Alcoholic Beverages (NEC),23653379
50,INGR.N,2022-12-31,US,Food Processing (NEC),23647942
51,ADM.N,2022-12-31,US,Food Processing (NEC),23629189
52,PRPH.OQ,2020-12-31,US,Special Foods & Wellbeing Products,21794757
53,DFODQ.PK^F21,2019-12-31,US,Food Processing (NEC),20731078
54,REED.OQ,2019-12-31,US,Carbonated Soft Drinks,20723994
55,—,2019-12-28,CA,Bottled Water & Ice,20656917
56,ADM.N,2019-12-31,US,Food Processing (NEC),20625226
57,PM.N,2019-12-31,US,Tobacco (NEC),20584499
58,ALCO.OQ,2019-09-30,US,"Vegetable, Fruit & Nut Farming",191270828
59,CENT.OQ,2019-09-28,US,Pet Food Manufacturing,191252671
60,POST.N,2019-09-30,US,Breakfast Cereal Manufacturing,191239609
61,STZ.N,2019-02-28,US,Brewers (NEC),19761437
62,CHSCP.OQ,2018-08-31,US,Fishing & Farming (NEC),181212735
63,TSN.N,2017-09-30,US,Meat Processing,171193140
64,CHSCP.OQ,2017-08-31,US,Fishing & Farming (NEC),171191880
65,SMPL.OQ,2017-08-26,US,Special Foods & Wellbeing Products,171189904
66,PLAG.A,2016-12-31,US,Food Processing (NEC),171164633
67,AAGH.PK,2017-06-30,US,Special Foods & Wellbeing Products,171137236
68,CAG.N,2017-05-28,US,Food Processing (NEC),17976021
69,—,2016-12-31,US,Bottled Water & Ice,17966372
70,WTER.OQ,2017-03-31,US,Bottled Water & Ice,17965601
71,FIZZ.OQ,2017-04-29,US,Non-Alcoholic Beverages (NEC),17962933
72,SHMP.PK,2017-03-31,US,Aquaculture,17938616
73,GIS.N,2017-05-28,US,Food Processing (NEC),17936753
74,HAIN.OQ,2016-06-30,US,Food Ingredients,17924035
75,SJM.N,2017-04-30,US,Food Processing (NEC),17918619
76,BOBE.OQ^A18,2017-04-28,US,Food Processing (NEC),17912993
77,BFb.N,2017-04-30,US,Distillers & Wineries (NEC),17911996
78,ROX.A^J19,2017-03-31,US,Distillers & Wineries (NEC),17911578
79,PYYX.PK,2017-03-31,US,Tobacco (NEC),17911240
80,UVV.N,2017-03-31,US,Tobacco (NEC),17872519
81,SENEA.OQ,2017-03-31,US,Frozen Food Manufacturing,17870316
82,RMCF.OQ,2017-02-28,US,Chocolate & Confectionery,17864400
83,FBEC.PK,2016-12-31,US,Energy Drinks,17861488
84,EWLU.PK,2016-12-31,US,Special Foods & Wellbeing Products,17798249
85,CATN.PK,2016-12-31,US,Fishing & Farming (NEC),17797230
86,STZ.N,2017-02-28,US,Brewers (NEC),17786897
87,REED.OQ,2016-12-31,US,Carbonated Soft Drinks,17777781
88,VDKB.PK,2016-12-31,US,Distilleries,17767370
89,VPRB.PK,2016-12-31,US,Tobacco (NEC),17765424
90,FTLF.PK,2016-12-31,US,Special Foods & Wellbeing Products,17764968
91,MJTK.PK^D21,2016-12-31,US,Business Support Services (NEC),17764881
92,PLSB.PK^E21,2016-12-31,US,Non-Alcoholic Beverages (NEC),17764826
93,FVRG.PK^G21,2016-12-31,US,Food Processing (NEC),17761049
94,KRED.PK,2016-12-31,US,Non-Alcoholic Beverages (NEC),17760127
95,PACV.PK,2016-12-31,US,Food Processing (NEC),17757450
96,—,2016-12-31,US,Brewers (NEC),17755703
97,LWAY.OQ,2016-12-31,US,Dairy Products,17751427
98,SOWG.PK,2016-12-31,US,Food Processing (NEC),17746436
99,JCTG.PK^I22,2016-12-31,US,Distillers & Wineries (NEC),17744537
100,GLLA.PK^F21,2016-12-31,US,Cigars & Cigarette Manufacturing,17731508
101,TLCC.PK,2016-12-31,US,Special Foods & Wellbeing Products,17731025
102,TOFB.PK,2016-12-31,US,Frozen Food Manufacturing,17730967
103,CHUC.PK,2016-12-31,US,Tobacco (NEC),17730814
104,NBEVQ.PK,2016-12-31,US,Non-Alcoholic Beverages (NEC),17730689
105,EAST.OQ,2016-12-31,US,Distilleries,17730385
106,SNAK.OQ^L17,2016-12-31,US,Food Processing (NEC),17729778
107,ZIVO.OQ,2016-12-31,US,Special Foods & Wellbeing Products,17729296
108,KANP.PK,2016-12-31,US,Land Division & Subdivision,17728472
109,OPCO.PK^C19,2016-12-31,US,Pet Food Manufacturing,17727945
110,PARF.PK^L21,2016-12-31,US,Snack Food & Non-Chocolate Confectionary,17727946
111,AIFM.PK,2016-12-31,US,Agriculture Support Services,17727852
112,LBCC.PK^B21,2016-12-31,US,Non-Alcoholic Beverages (NEC),17727792
113,BRFH.OQ,2016-12-31,US,Non-Alcoholic Beverages (NEC),17725730
114,IVFH.PK,2016-12-31,US,Food Processing (NEC),17725646
115,CELH.OQ,2016-12-31,US,Non-Alcoholic Beverages (NEC),17725637
116,MJNE.PK,2016-12-31,US,Agriculture Support Services,17724315
117,—,2016-12-31,US,Food Processing (NEC),17721806
118,GLUC.PK,2016-12-31,US,Special Foods & Wellbeing Products,17720063
119,SBEV.A,2016-12-31,US,Distillers & Wineries (NEC),17719133
120,RELV.PK,2016-12-31,US,Special Foods & Wellbeing Products,17717869
121,FIFG.PK,2016-12-31,US,Chocolate & Confectionery,17716194
122,SNYR.PK,2016-12-31,US,Special Foods & Wellbeing Products,17713383
123,NTRU.PK,2016-12-31,US,Food Processing (NEC),17712822
124,MOJO.PK,2016-12-31,US,Non-Alcoholic Beverages (NEC),17711576
125,RIBT.OQ,2016-12-31,US,Food Processing (NEC),17710533
126,PME.OQ,2016-12-31,KY,Commercial Fishing,17709859
127,WVVI.OQ,2016-12-31,US,Wineries,17709789
128,JSDA.PK,2016-12-31,US,Non-Alcoholic Beverages (NEC),17709577
129,SDSYA.PK,2016-12-31,US,Food Processing (NEC),17705693
130,SDI.A^G20,2016-12-31,US,Cigars & Cigarette Manufacturing,17705627
131,SIAF.PK,2016-12-31,US,Fishing & Farming (NEC),17695558
132,BETR.N^A18,2016-12-31,US,Snack Food & Non-Chocolate Confectionary,17695392
133,MED.N,2016-12-31,US,Special Foods & Wellbeing Products,17695399
134,BREW.OQ^J20,2016-12-31,US,Craft & Micro Brewers,17695257
135,TVIAQ.PK^A18,2016-12-31,US,Food Processing (NEC),17694603
136,CWGL.PK,2016-12-31,US,Wineries,17691103
137,NNUTU.PK,2016-12-31,US,"Vegetable, Fruit & Nut Farming",17690926
138,COKE.OQ,2017-01-01,US,Non-Alcoholic Beverages (NEC),17688959
139,BIQIF.PK,2016-12-31,VG,Hog & Pig Farming,17688484
140,TWNK.OQ,2016-12-31,US,Bread & Bakery Product Manufacturing,17688445
141,FRPT.OQ,2016-12-31,US,Pet Food Manufacturing,17688129
142,NATR.OQ,2016-12-31,US,Special Foods & Wellbeing Products,17686819
143,MTEX.OQ,2016-12-31,US,Special Foods & Wellbeing Products,17686744
144,TPB.N,2016-12-31,US,Tobacco (NEC),17685547
145,USBFU.PK,2016-12-31,US,Meat Processing,17677564
146,XXII.OQ,2016-12-31,US,Tobacco (NEC),17675225
147,MGPI.OQ,2016-12-31,US,Distillers & Wineries (NEC),17673903
148,GGROU.PK,2016-12-31,US,Food Processing (NEC),17672035
149,SOY.TO,2016-12-31,CA,Vegan & Vegetarian Food Manufacturing,17658406
150,BGS.N,2016-12-31,US,Food Processing (NEC),17655757
151,USNA.N,2016-12-31,US,Special Foods & Wellbeing Products,17655438
152,—,2016-12-31,CA,Bottled Water & Ice,17655038
153,VGR.N,2016-12-31,US,Tobacco (NEC),17654495
154,MNST.OQ,2016-12-31,US,Energy Drinks,17654396
155,OME.N^L17,2016-12-31,US,Commercial Fishing,17654010
156,BUFF.OQ^D18,2016-12-31,US,Pet Food Manufacturing,17653984
157,ANDE.OQ,2016-12-31,US,Fishing & Farming Wholesale,17651626
158,BG.N,2016-12-31,BM,Food Processing (NEC),17647920
159,LNCE.OQ^C18,2016-12-31,US,"Cookie, Cracker & Pasta Manufacturing",17648014
160,IPHS.OQ^B20,2016-12-31,US,Food Ingredients,17649060
161,TR.N,2016-12-31,US,Chocolate & Confectionery,17640159
162,WWAV.K^D17,2016-12-31,US,Food Processing (NEC),17637692
163,—,2016-12-31,US,Special Foods & Wellbeing Products,17637182
164,MDLZ.OQ,2016-12-31,US,Food Processing (NEC),17635982
165,KO.N,2016-12-31,US,Non-Alcoholic Beverages (NEC),17635588
166,HLF.N,2016-12-31,KY,Special Foods & Wellbeing Products,17633066
167,MDLZ.OQ,2015-12-31,US,Food Processing (NEC),161440870
168,MJN^F17,2015-12-31,US,Baby Food,161432229
169,TAP.N,2015-12-31,US,Brewers (NEC),161411627
170,ALCO.OQ,2015-09-30,US,"Vegetable, Fruit & Nut Farming",151281614
171,CHSCP.OQ,2015-08-31,US,Fishing & Farming (NEC),151249006
172,K.N,2015-01-03,US,Food Processing (NEC),15649035
173,KO.N,2014-12-31,US,Non-Alcoholic Beverages (NEC),15647335
174,KDP.OQ,2014-12-31,US,Non-Alcoholic Beverages (NEC),15631504
175,GMCR.OQ^C16,2014-09-27,US,Coffee & Tea,141235482
176,TSN.N,2014-09-27,US,Meat Processing,141226390
177,—,2013-08-31,US,Special Foods & Wellbeing Products,131242637
178,CHSCP.OQ,2013-08-31,US,Fishing & Farming (NEC),131201810
179,HSH.N^H14,2013-06-29,US,Food Processing (NEC),131056236
180,SFD.N^I13,2013-04-28,US,Meat Processing,13919831
181,KDP.OQ,2012-12-31,US,Non-Alcoholic Beverages (NEC),13628283
182,VPRB.PK,2011-12-31,US,Tobacco (NEC),12720624
183,NUIN.PK^K18,2011-12-31,US,Fishing & Farming (NEC),12720254
184,NNUTU.PK^I22,2011-12-31,US,"Vegetable, Fruit & Nut Farming",12719850
185,CMFO.PK,2011-12-31,US,Seafood Product Preparation & Packaging,12718087
186,GHMP.PK,2011-12-31,US,Non-Alcoholic Beverages (NEC),12717583
187,WVVI.OQ,2011-12-31,US,Wineries,12717142
188,SNAK.OQ^L17,2011-12-31,US,Food Processing (NEC),12716883
189,MJTK.PK^D21,2011-12-31,US,Business Support Services (NEC),12714386
190,PARF.PK^L21,2011-12-31,US,Snack Food & Non-Chocolate Confectionary,12713749
191,REED.OQ,2011-12-31,US,Carbonated Soft Drinks,12713386
192,RELV.PK,2011-12-31,US,Special Foods & Wellbeing Products,12710804
193,PLSB.PK^E21,2011-12-31,US,Non-Alcoholic Beverages (NEC),12697817
194,COKE.OQ,2012-01-01,US,Non-Alcoholic Beverages (NEC),12697290
195,TVIAQ.PK^A18,2011-12-31,US,Food Processing (NEC),12694621
196,MED.N,2011-12-31,US,Special Foods & Wellbeing Products,12694450
197,DOLE.N^K13,2011-12-31,US,Fishing & Farming (NEC),12694247
198,BEAM.N^E14,2011-12-31,US,Distilleries,12649633
